Country-City,Date,Temperature,Timestamp
"Malawi, Lilongwe",วันจันทร์ 17:00,26 °C,2025-04-21
"Malaysia, Kuala Lumpur, Kuala Lumpur",วันจันทร์ 23:00,26 °C,2025-04-21
"Maldives, Male",วันจันทร์ 20:00,30 °C,2025-04-21
"Mali, Bamako",วันจันทร์ 15:00,39 °C,2025-04-21
"Malta, Valletta*",วันจันทร์ 17:00,18 °C,2025-04-21
"Marshall Islands, Majuro",วันอังคาร 03:00,28 °C,2025-04-21
"Martinique, Fort-de-France",วันจันทร์ 11:00,29 °C,2025-04-21
"Mauritius, Port Louis",วันจันทร์ 19:00,27 °C,2025-04-21
"Mexico, Aguascalientes, Aguascalientes",วันจันทร์ 09:00,18 °C,2025-04-21
"Mexico, Baja California, Mexicali*",วันจันทร์ 08:00,16 °C,2025-04-21
"Mexico, Baja California, Tijuana*",วันจันทร์ 08:00,11 °C,2025-04-21
"Mexico, Ciudad de México, Mexico City",วันจันทร์ 09:00,16 °C,2025-04-21
"Mexico, Guerrero, Acapulco",วันจันทร์ 09:00,27 °C,2025-04-21
"Mexico, Jalisco, Guadalajara",วันจันทร์ 09:00,17 °C,2025-04-21
"Mexico, Quintana Roo, Cancún",วันจันทร์ 10:00,29 °C,2025-04-21
"Mexico, Sinaloa, Mazatlan",วันจันทร์ 08:00,15 °C,2025-04-21
"Mexico, Sonora, Hermosillo",วันจันทร์ 08:00,21 °C,2025-04-21
"Mexico, Veracruz, Veracruz",วันจันทร์ 09:00,27 °C,2025-04-21
"Micronesia, Pohnpei, Palikir",วันอังคาร 02:00,28 °C,2025-04-21
"Moldova, Chișinău*",วันจันทร์ 18:00,25 °C,2025-04-21
"Monaco, Monaco*",วันจันทร์ 17:00,17 °C,2025-04-21
"Mongolia, Hovd",วันจันทร์ 22:00,15 °C,2025-04-21
"Mongolia, Ulaanbaatar",วันจันทร์ 23:00,3 °C,2025-04-21
"Montenegro, Podgorica*",วันจันทร์ 17:00,25 °C,2025-04-21
"Morocco, Casablanca*",วันจันทร์ 16:00,19 °C,2025-04-21
"Morocco, Rabat*",วันจันทร์ 16:00,19 °C,2025-04-21
"Mozambique, Maputo",วันจันทร์ 17:00,29 °C,2025-04-21
"Myanmar, Yangon",วันจันทร์ 21:30,30 °C,2025-04-21
"Namibia, Windhoek",วันจันทร์ 17:00,24 °C,2025-04-21
"Nepal, Kathmandu",วันจันทร์ 20:45,25 °C,2025-04-21
"Netherlands, Amsterdam*",วันจันทร์ 17:00,14 °C,2025-04-21
"New Caledonia, New Caledonia, Noumea",วันอังคาร 02:00,19 °C,2025-04-21
"New Zealand, Auckland",วันอังคาร 03:00,16 °C,2025-04-21
"New Zealand, Wellington",วันอังคาร 03:00,14 °C,2025-04-21
"Nicaragua, Managua",วันจันทร์ 09:00,30 °C,2025-04-21
"Niger, Niamey",วันจันทร์ 16:00,43 °C,2025-04-21
"Nigeria, Lagos, Lagos",วันจันทร์ 16:00,33 °C,2025-04-21
"Niue, Alofi",วันจันทร์ 04:00,24 °C,2025-04-21
"North Korea, Pyongyang",วันอังคาร 00:00,19 °C,2025-04-21
"North Macedonia, Skopje*",วันจันทร์ 17:00,29 °C,2025-04-21
"Norway, Svalbard, Longyearbyen*",วันจันทร์ 17:00,-10 °C,2025-04-21
"Norway, Oslo*",วันจันทร์ 17:00,13 °C,2025-04-21
"Norway, Tromsø*",วันจันทร์ 17:00,1 °C,2025-04-21
"Oman, Muscat",วันจันทร์ 19:00,30 °C,2025-04-21
"Pakistan, Islamabad",วันจันทร์ 20:00,32 °C,2025-04-21
"Pakistan, Sindh, Karachi",วันจันทร์ 20:00,31 °C,2025-04-21
"Pakistan, Lahore",วันจันทร์ 20:00,32 °C,2025-04-21
"Palau, Ngerulmud",วันอังคาร 00:00,28 °C,2025-04-21
"Panama, Panama",วันจันทร์ 10:00,28 °C,2025-04-21
"Papua New Guinea, Port Moresby",วันอังคาร 01:00,27 °C,2025-04-21
"Paraguay, Asuncion",วันจันทร์ 12:00,25 °C,2025-04-21
"Peru, Lima, Lima",วันจันทร์ 10:00,19 °C,2025-04-21
"Philippines, Manila",วันจันทร์ 23:00,31 °C,2025-04-21
"Poland, Warsaw*",วันจันทร์ 17:00,23 °C,2025-04-21
"Portugal, Azores, Ponta Delgada*",วันจันทร์ 15:00,17 °C,2025-04-21
"Portugal, Lisbon, Lisbon*",วันจันทร์ 16:00,15 °C,2025-04-21
"Puerto Rico, San Juan",วันจันทร์ 11:00,27 °C,2025-04-21
"Qatar, Doha",วันจันทร์ 18:00,30 °C,2025-04-21
"Réunion (French), Saint-Denis",วันจันทร์ 19:00,27 °C,2025-04-21
"Romania, Bucharest*",วันจันทร์ 18:00,26 °C,2025-04-21
"Russia, Belushya Guba",วันจันทร์ 18:00,-6 °C,2025-04-21
"Russia, Ufa",วันจันทร์ 20:00,23 °C,2025-04-21
"Russia, Chelyabinsk",วันจันทร์ 20:00,9 °C,2025-04-21
"Russia, Anadyr",วันอังคาร 03:00,-9 °C,2025-04-21
"Russia, Pevek",วันอังคาร 03:00,-11 °C,2025-04-21
"Russia, Irkutsk",วันจันทร์ 23:00,8 °C,2025-04-21
"Russia, Kaliningrad",วันจันทร์ 17:00,12 °C,2025-04-21
"Russia, Petropavlovsk-Kamchatsky",วันอังคาร 03:00,-3 °C,2025-04-21
"Russia, Komsomolsk-on-Amur",วันอังคาร 01:00,4 °C,2025-04-21
"Russia, Khatanga",วันจันทร์ 22:00,-15 °C,2025-04-21
"Russia, Krasnoyarsk",วันจันทร์ 22:00,2 °C,2025-04-21
"Russia, Norilsk",วันจันทร์ 22:00,-5 °C,2025-04-21
"Russia, Magadan",วันอังคาร 02:00,-2 °C,2025-04-21
"Russia, Moscow",วันจันทร์ 18:00,26 °C,2025-04-21
"Russia, Murmansk",วันจันทร์ 18:00,-1 °C,2025-04-21
"Russia, Novgorod",วันจันทร์ 18:00,18 °C,2025-04-21
"Russia, Novosibirsk",วันจันทร์ 22:00,4 °C,2025-04-21
"Russia, Omsk",วันจันทร์ 21:00,9 °C,2025-04-21
"Russia, Perm",วันจันทร์ 20:00,11 °C,2025-04-21
"Russia, Vladivostok",วันอังคาร 01:00,7 °C,2025-04-21
"Russia, Saint-Petersburg",วันจันทร์ 18:00,6 °C,2025-04-21
"Russia, Tiksi",วันอังคาร 00:00,-14 °C,2025-04-21
"Russia, Verkhoyansk",วันอังคาร 01:00,3 °C,2025-04-21
"Russia, Yakutsk",วันอังคาร 00:00,1 °C,2025-04-21
"Russia, Yuzhno-Sakhalinsk",วันอังคาร 02:00,-1 °C,2025-04-21
"Russia, Samara",วันจันทร์ 19:00,24 °C,2025-04-21
"Russia, Yekaterinburg",วันจันทร์ 20:00,8 °C,2025-04-21
"Russia, Kazan",วันจันทร์ 18:00,22 °C,2025-04-21
"Russia, Izhevsk",วันจันทร์ 19:00,22 °C,2025-04-21
"Russia, Chita",วันอังคาร 00:00,0 °C,2025-04-21
"Rwanda, Kigali",วันจันทร์ 17:00,27 °C,2025-04-21
"Saint Helena, Jamestown",วันจันทร์ 15:00,20 °C,2025-04-21
"Saint Kitts and Nevis, Basseterre",วันจันทร์ 11:00,27 °C,2025-04-21
"Saint Lucia, Castries",วันจันทร์ 11:00,29 °C,2025-04-21
"Saint Vincent and Grenadines, Kingstown",วันจันทร์ 11:00,30 °C,2025-04-21
"Samoa, Apia",วันอังคาร 04:00,24 °C,2025-04-21
"San Marino, San Marino*",วันจันทร์ 17:00,20 °C,2025-04-21
"Sao Tome and Principe, São Tomé",วันจันทร์ 15:00,32 °C,2025-04-21
"Saudi Arabia, Makkah",วันจันทร์ 18:00,33 °C,2025-04-21
"Saudi Arabia, Medina",วันจันทร์ 18:00,38 °C,2025-04-21
"Saudi Arabia, Riyadh",วันจันทร์ 18:00,35 °C,2025-04-21
"Senegal, Dakar",วันจันทร์ 15:00,26 °C,2025-04-21
"Serbia, Belgrade*",วันจันทร์ 17:00,26 °C,2025-04-21
"Seychelles, Victoria",วันจันทร์ 19:00,30 °C,2025-04-21
"Sierra Leone, Freetown",วันจันทร์ 15:00,31 °C,2025-04-21
"Singapore, Singapore",วันจันทร์ 23:00,26 °C,2025-04-21
"Slovakia, Bratislava*",วันจันทร์ 17:00,22 °C,2025-04-21
"Slovenia, Ljubljana*",วันจันทร์ 17:00,23 °C,2025-04-21
"Solomon Islands, Honiara",วันอังคาร 02:00,25 °C,2025-04-21
"South Africa, Cape Town",วันจันทร์ 17:00,21 °C,2025-04-21
"South Africa, Johannesburg",วันจันทร์ 17:00,19 °C,2025-04-21
"South Africa, Marion Island (Prince Edward Islands)",วันจันทร์ 18:00,6 °C,2025-04-21
"South Africa, Pretoria",วันจันทร์ 17:00,22 °C,2025-04-21
"South Korea, Seoul",วันอังคาร 00:00,18 °C,2025-04-21
"Spain, Barcelona, Barcelona*",วันจันทร์ 17:00,17 °C,2025-04-21
"Spain, Madrid, Madrid*",วันจันทร์ 17:00,17 °C,2025-04-21
"Spain, Majorca, Palma*",วันจันทร์ 17:00,22 °C,2025-04-21
"Sri Lanka, Colombo",วันจันทร์ 20:30,30 °C,2025-04-21
"Sri Lanka, Sri Jayawardenepura Kotte",วันจันทร์ 20:30,30 °C,2025-04-21
"Suriname, Paramaribo",วันจันทร์ 12:00,25 °C,2025-04-21
"Sweden, Stockholm*",วันจันทร์ 17:00,8 °C,2025-04-21
"Switzerland, Bern, Bern*",วันจันทร์ 17:00,16 °C,2025-04-21
"Switzerland, Geneva, Geneva*",วันจันทร์ 17:00,14 °C,2025-04-21
"Switzerland, Zurich, Zürich*",วันจันทร์ 17:00,16 °C,2025-04-21
"Syria, Damascus",วันจันทร์ 18:00,25 °C,2025-04-21
"Taiwan, Taipei",วันจันทร์ 23:00,26 °C,2025-04-21
"Tajikistan, Dushanbe",วันจันทร์ 20:00,18 °C,2025-04-21
"Tanzania, Dar es Salaam",วันจันทร์ 18:00,28 °C,2025-04-21
"Tanzania, Dodoma",วันจันทร์ 18:00,30 °C,2025-04-21
"Thailand, Bangkok",วันจันทร์ 22:00,30 °C,2025-04-21
"Togo, Lomé",วันจันทร์ 15:00,33 °C,2025-04-21
"Tonga, Nuku'alofa",วันอังคาร 04:00,22 °C,2025-04-21
"Trinidad and Tobago, Port of Spain",วันจันทร์ 11:00,30 °C,2025-04-21
"Tunisia, Tunis",วันจันทร์ 16:00,15 °C,2025-04-21
"Turkey, Ankara",วันจันทร์ 18:00,22 °C,2025-04-21
"Turkey, Istanbul",วันจันทร์ 18:00,23 °C,2025-04-21
"Turkmenistan, Ashgabat",วันจันทร์ 20:00,25 °C,2025-04-21
"Tuvalu, Funafuti",วันอังคาร 03:00,25 °C,2025-04-21
"Uganda, Kampala",วันจันทร์ 18:00,27 °C,2025-04-21
"Ukraine, Dnipro*",วันจันทร์ 18:00,22 °C,2025-04-21
"Ukraine, Kyiv*",วันจันทร์ 18:00,25 °C,2025-04-21
"United Arab Emirates, Abu Dhabi, Abu Dhabi",วันจันทร์ 19:00,31 °C,2025-04-21
"United Arab Emirates, Dubai, Dubai",วันจันทร์ 19:00,29 °C,2025-04-21
"United Kingdom, England, London*",วันจันทร์ 16:00,14 °C,2025-04-21
"United Kingdom, Northern Ireland, Belfast*",วันจันทร์ 16:00,12 °C,2025-04-21
"United Kingdom, Scotland, Edinburgh*",วันจันทร์ 16:00,11 °C,2025-04-21
"United Kingdom, Scotland, Glasgow*",วันจันทร์ 16:00,10 °C,2025-04-21
"United Kingdom, Wales, Cardiff*",วันจันทร์ 16:00,12 °C,2025-04-21
"Uruguay, Montevideo",วันจันทร์ 12:00,17 °C,2025-04-21
"US Minor Outlying Islands, Midway",วันจันทร์ 04:00,20 °C,2025-04-21
"USA, Alabama, Montgomery*",วันจันทร์ 10:00,20 °C,2025-04-21
"USA, Alaska, Adak*",วันจันทร์ 06:00,3 °C,2025-04-21
"USA, Alaska, Anchorage*",วันจันทร์ 07:00,3 °C,2025-04-21
"USA, Alaska, Fairbanks*",วันจันทร์ 07:00,-1 °C,2025-04-21
"USA, Alaska, Juneau*",วันจันทร์ 07:00,2 °C,2025-04-21
"USA, Alaska, Unalaska*",วันจันทร์ 07:00,5 °C,2025-04-21
"USA, Arizona, Phoenix",วันจันทร์ 08:00,19 °C,2025-04-21
"USA, Arkansas, Little Rock*",วันจันทร์ 10:00,15 °C,2025-04-21
"USA, California, Los Angeles*",วันจันทร์ 08:00,13 °C,2025-04-21
"USA, California, Sacramento*",วันจันทร์ 08:00,11 °C,2025-04-21
"USA, California, San Diego*",วันจันทร์ 08:00,14 °C,2025-04-21
"USA, California, San Francisco*",วันจันทร์ 08:00,10 °C,2025-04-21
"USA, California, San Jose*",วันจันทร์ 08:00,9 °C,2025-04-21
"USA, Colorado, Denver*",วันจันทร์ 09:00,11 °C,2025-04-21
"USA, Connecticut, Hartford*",วันจันทร์ 11:00,11 °C,2025-04-21
"USA, Delaware, Dover*",วันจันทร์ 11:00,16 °C,2025-04-21
"USA, District of Columbia, Washington DC*",วันจันทร์ 11:00,17 °C,2025-04-21
"USA, Florida, Miami*",วันจันทร์ 11:00,26 °C,2025-04-21
"USA, Florida, Orlando*",วันจันทร์ 11:00,25 °C,2025-04-21
"USA, Florida, Pensacola*",วันจันทร์ 10:00,23 °C,2025-04-21
"USA, Georgia, Atlanta*",วันจันทร์ 11:00,21 °C,2025-04-21
"USA, Hawaii, Honolulu",วันจันทร์ 05:00,23 °C,2025-04-21
"USA, Idaho, Boise*",วันจันทร์ 09:00,4 °C,2025-04-21
"USA, Illinois, Chicago*",วันจันทร์ 10:00,11 °C,2025-04-21
"USA, Indiana, Indianapolis*",วันจันทร์ 11:00,16 °C,2025-04-21
"USA, Iowa, Des Moines*",วันจันทร์ 10:00,9 °C,2025-04-21
"USA, Kansas, Topeka*",วันจันทร์ 10:00,8 °C,2025-04-21
"USA, Kentucky, Louisville*",วันจันทร์ 11:00,20 °C,2025-04-21
"USA, Louisiana, New Orleans*",วันจันทร์ 10:00,24 °C,2025-04-21
"USA, Maine, Augusta*",วันจันทร์ 11:00,9 °C,2025-04-21
"USA, Maryland, Baltimore*",วันจันทร์ 11:00,17 °C,2025-04-21
"USA, Massachusetts, Boston*",วันจันทร์ 11:00,9 °C,2025-04-21
"USA, Michigan, Detroit*",วันจันทร์ 11:00,19 °C,2025-04-21
"USA, Minnesota, Minneapolis*",วันจันทร์ 10:00,4 °C,2025-04-21
"USA, Minnesota, St. Paul*",วันจันทร์ 10:00,6 °C,2025-04-21
"USA, Mississippi, Jackson*",วันจันทร์ 10:00,23 °C,2025-04-21
"USA, Missouri, Kansas City*",วันจันทร์ 10:00,11 °C,2025-04-21
"USA, Missouri, St. Louis*",วันจันทร์ 10:00,12 °C,2025-04-21
"USA, Montana, Billings*",วันจันทร์ 09:00,3 °C,2025-04-21
"USA, Nebraska, Lincoln*",วันจันทร์ 10:00,7 °C,2025-04-21
"USA, Nevada, Las Vegas*",วันจันทร์ 08:00,16 °C,2025-04-21
"USA, New Hampshire, Concord*",วันจันทร์ 11:00,6 °C,2025-04-21
"USA, New Jersey, Newark*",วันจันทร์ 11:00,13 °C,2025-04-21
"USA, New Mexico, Albuquerque*",วันจันทร์ 09:00,8 °C,2025-04-21
"USA, New York, New York*",วันจันทร์ 11:00,12 °C,2025-04-21
"USA, North Carolina, Raleigh*",วันจันทร์ 11:00,23 °C,2025-04-21
"USA, North Dakota, Bismarck*",วันจันทร์ 10:00,9 °C,2025-04-21
"USA, Ohio, Columbus*",วันจันทร์ 11:00,20 °C,2025-04-21
"USA, Oklahoma, Oklahoma City*",วันจันทร์ 10:00,13 °C,2025-04-21
"USA, Oregon, Portland*",วันจันทร์ 08:00,8 °C,2025-04-21
"USA, Oregon, Salem*",วันจันทร์ 08:00,8 °C,2025-04-21
"USA, Pennsylvania, Philadelphia*",วันจันทร์ 11:00,16 °C,2025-04-21
"USA, Rhode Island, Providence*",วันจันทร์ 11:00,11 °C,2025-04-21
"USA, South Carolina, Columbia*",วันจันทร์ 11:00,20 °C,2025-04-21
"USA, South Dakota, Rapid City*",วันจันทร์ 09:00,8 °C,2025-04-21
"USA, South Dakota, Sioux Falls*",วันจันทร์ 10:00,8 °C,2025-04-21
"USA, Tennessee, Knoxville*",วันจันทร์ 11:00,23 °C,2025-04-21
"USA, Tennessee, Nashville*",วันจันทร์ 10:00,19 °C,2025-04-21
"USA, Texas, Austin*",วันจันทร์ 10:00,19 °C,2025-04-21
"USA, Texas, Dallas*",วันจันทร์ 10:00,18 °C,2025-04-21
"USA, Texas, Houston*",วันจันทร์ 10:00,19 °C,2025-04-21
"USA, Texas, Midland*",วันจันทร์ 10:00,18 °C,2025-04-21
"USA, Utah, Salt Lake City*",วันจันทร์ 09:00,10 °C,2025-04-21
"USA, Vermont, Montpelier*",วันจันทร์ 11:00,6 °C,2025-04-21
"USA, Virginia, Richmond*",วันจันทร์ 11:00,18 °C,2025-04-21
"USA, Washington, Seattle*",วันจันทร์ 08:00,6 °C,2025-04-21
"USA, West Virginia, Charleston*",วันจันทร์ 11:00,26 °C,2025-04-21
"USA, Wisconsin, Madison*",วันจันทร์ 10:00,7 °C,2025-04-21
"USA, Wisconsin, Milwaukee*",วันจันทร์ 10:00,9 °C,2025-04-21
"USA, Wyoming, Cheyenne*",วันจันทร์ 09:00,8 °C,2025-04-21
"Uzbekistan, Tashkent",วันจันทร์ 20:00,20 °C,2025-04-21
"Vanuatu, Port Vila",วันอังคาร 02:00,24 °C,2025-04-21
"Vatican City State, Vatican City*",วันจันทร์ 17:00,23 °C,2025-04-21
"Venezuela, Caracas",วันจันทร์ 11:00,28 °C,2025-04-21
"Vietnam, Hanoi",วันจันทร์ 22:00,25 °C,2025-04-21
"Vietnam, Ho Chi Minh",วันจันทร์ 22:00,29 °C,2025-04-21
"Western Sahara, El Aaiún*",วันจันทร์ 16:00,24 °C,2025-04-21
"Yemen, Aden",วันจันทร์ 18:00,31 °C,2025-04-21
"Zimbabwe, Harare",วันจันทร์ 17:00,24 °C,2025-04-21
"Albania, Tirana*",วันอังคาร 17:00,20 °C,2025-04-22
"Algeria, Algiers",วันอังคาร 16:00,19 °C,2025-04-22
"Angola, Luanda",วันอังคาร 16:00,31 °C,2025-04-22
"Antigua and Barbuda, Saint John's",วันอังคาร 11:00,26 °C,2025-04-22
"Argentina, Buenos Aires",วันอังคาร 12:00,19 °C,2025-04-22
"Argentina, Córdoba, Córdoba",วันอังคาร 12:00,21 °C,2025-04-22
"Armenia, Yerevan",วันอังคาร 19:00,20 °C,2025-04-22
"Australia, Australian Capital Territory, Canberra",วันพุธ 01:00,15 °C,2025-04-22
"Australia, New South Wales, Sydney",วันพุธ 01:00,22 °C,2025-04-22
"Australia, Northern Territory, Alice Springs",วันพุธ 00:30,12 °C,2025-04-22
"Australia, Northern Territory, Darwin",วันพุธ 00:30,27 °C,2025-04-22
"Australia, Queensland, Brisbane",วันพุธ 01:00,17 °C,2025-04-22
"Australia, Queensland, Cairns",วันพุธ 01:00,24 °C,2025-04-22
"Australia, South Australia, Adelaide",วันพุธ 00:30,15 °C,2025-04-22
"Australia, Tasmania, Hobart",วันพุธ 01:00,7 °C,2025-04-22
"Australia, Victoria, Melbourne",วันพุธ 01:00,13 °C,2025-04-22
"Australia, Western Australia, Eucla",วันอังคาร 23:45,14 °C,2025-04-22
"Australia, Western Australia, Perth",วันอังคาร 23:00,21 °C,2025-04-22
"Austria, Vienna, Vienna*",วันอังคาร 17:00,22 °C,2025-04-22
